longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-117.1,32.75,17,871,379,955,351,1.4375,NEAR OCEAN,96400
-122,37.08,17,4154,739,2149,693,5.5919,NEAR OCEAN,373400
-122.04,36.96,32,1438,306,802,293,4.1964,NEAR OCEAN,202000
-117.14,32.74,16,6075,1816,2592,1634,2.5553,NEAR OCEAN,178100
-117.1,32.75,15,2422,774,2120,715,1.0617,NEAR OCEAN,92400
-119.27,34.28,50,1710,412,915,380,3.1757,NEAR OCEAN,206300
-117.09,32.63,27,2920,770,1935,746,2.4148,NEAR OCEAN,67500
-119.86,34.38,26,1626,375,1580,359,2.1471,NEAR OCEAN,187500
-118.29,33.71,40,1933,475,902,412,4.25,NEAR OCEAN,332800
-118.23,33.78,20,59,24,69,23,2.5588,NEAR OCEAN,350000
-118.15,33.77,39,2428,634,1312,612,2.7212,NEAR OCEAN,266300
-118.17,33.83,46,1362,214,531,222,4.3125,NEAR OCEAN,290500
-119.18,34.15,22,4769,1366,5534,1318,2.4167,NEAR OCEAN,192000
-122.01,36.97,35,1605,392,743,382,2.5368,NEAR OCEAN,240000
-117.26,32.85,42,1761,329,480,255,5.3787,NEAR OCEAN,500001
-117.11,32.69,39,395,159,620,162,2.725,NEAR OCEAN,86500
-122.04,36.98,35,2155,355,866,335,5.6188,NEAR OCEAN,404700
-122.5,37.75,45,1672,344,838,314,4.1419,NEAR OCEAN,291500
-119.21,34.28,27,2219,312,937,315,5.7601,NEAR OCEAN,281100
-119.19,34.16,34,2610,466,1543,433,3.9722,NEAR OCEAN,189000
-118.27,33.76,46,22,11,32,7,3.125,NEAR OCEAN,112500
-122.28,37.53,34,1980,385,970,391,5.1207,NEAR OCEAN,310900
-119.26,34.27,40,2528,572,1318,549,3.6413,NEAR OCEAN,212700
-117.18,32.77,23,1215,225,592,224,3.4,NEAR OCEAN,200600
-119.17,34.15,18,2509,688,3129,677,2.6098,NEAR OCEAN,146100
-117.08,32.8,32,1587,268,635,249,3.375,NEAR OCEAN,178100
-122.32,37.57,42,2574,614,2377,588,3.2891,NEAR OCEAN,237900
-117.25,32.76,38,2331,493,836,433,4.9125,NEAR OCEAN,452600
-117.13,32.8,33,2731,456,1263,445,4.5568,NEAR OCEAN,175300
-122.41,37.66,32,1385,356,1096,353,4.475,NEAR OCEAN,246700
-118.19,33.76,25,1442,392,632,385,4.6629,NEAR OCEAN,162500
-118.18,33.82,43,2210,469,1042,418,3.5,NEAR OCEAN,216700
-117.13,32.76,22,2623,732,1283,718,2.1563,NEAR OCEAN,127100
-122.46,37.7,37,3029,738,2436,700,3.3214,NEAR OCEAN,243200
-122.5,37.76,43,2108,456,1299,447,3.1406,NEAR OCEAN,316200
-122.33,37.57,20,2126,643,1112,597,3.625,NEAR OCEAN,283300
-122.42,37.62,40,1545,264,756,282,4.4643,NEAR OCEAN,308100
-117.09,32.7,22,2409,582,1887,578,1.4089,NEAR OCEAN,94200
-117.07,32.64,30,2873,774,1593,731,2.24,NEAR OCEAN,129500
-123,38.33,8,3223,637,851,418,5.6445,NEAR OCEAN,364800
-118.1,33.74,33,2119,524,872,465,4.537,NEAR OCEAN,495500
-117.1,32.58,29,1061,202,759,206,4.8646,NEAR OCEAN,136800
-117.12,32.58,26,1360,309,869,328,3.0217,NEAR OCEAN,131600
-117.06,32.61,24,4369,1353,3123,1247,2.0571,NEAR OCEAN,152300
-117.23,33.16,4,3066,625,1164,582,4,NEAR OCEAN,228100
-117.62,33.42,23,2656,515,998,435,4.0294,NEAR OCEAN,500001
-117.31,32.98,17,2789,648,849,345,4.1012,NEAR OCEAN,244700
-122.26,37.45,17,2742,441,986,421,5.9285,NEAR OCEAN,496000
-118.75,34.1,34,2255,402,857,317,4.5333,NEAR OCEAN,377300
-117.25,32.74,36,1240,310,577,319,2.6625,NEAR OCEAN,248200
-122.41,37.63,39,4220,1055,2720,1046,2.639,NEAR OCEAN,242500
-121.95,36.6,32,3152,504,793,426,7.1198,NEAR OCEAN,469900
-117.23,32.86,15,1703,320,587,282,5.0855,NEAR OCEAN,209800
-122.46,37.66,15,6082,1284,3861,1198,5.4221,NEAR OCEAN,284700
-117.22,32.8,23,1906,525,1029,491,2.93,NEAR OCEAN,183300
-118,33.66,16,2809,708,1260,638,3.2353,NEAR OCEAN,252900
-118.38,33.81,41,1889,301,802,278,6.015,NEAR OCEAN,488500
-118.2,33.81,47,2347,437,1219,420,5.3096,NEAR OCEAN,209900
-117.2,32.8,34,4854,912,2089,854,3.8542,NEAR OCEAN,200000
-117.37,33.19,33,2205,453,1138,439,2.8819,NEAR OCEAN,208600
-119.19,34.26,16,5018,853,2524,830,5.1752,NEAR OCEAN,218000
-122.5,37.76,45,1673,377,1078,393,3.3393,NEAR OCEAN,272300
-117.23,32.8,22,2981,873,1751,745,2.3482,NEAR OCEAN,190600
-117.13,32.74,52,1512,321,651,321,3.6852,NEAR OCEAN,185300
-117.1,32.66,27,1782,560,1785,560,2.1542,NEAR OCEAN,106300
-122,36.93,51,1616,374,608,302,3.1932,NEAR OCEAN,400000
-117.06,32.71,25,2681,596,1947,553,2.8964,NEAR OCEAN,104300
-117.13,32.75,31,2336,656,1186,609,2.5872,NEAR OCEAN,130600
-118.32,33.34,52,996,264,341,160,2.7361,ISLAND,450000
