accruedInterest,allocationStatus,book,clearingHouse,comments,commission,confirmationStatus,counterparty,counterpartyCountry,counterpartyId,counterpartyType,createdDate,currency,cusip,dV01,dealId,delta,desk,duration,exchange,externalOrderId,fees,gamma,instrumentId,instrumentName,instrumentType,isElectronic,isin,lastModifiedDate,maturityDate,notional,pV01,parentOrderId,platformOrderId,portfolio,price,prime,productType,quantity,settlementAmount,settlementDate,settlementStatus,side,status,strategy,ticker,tradeDate,trader,traderId,valueDate,vega,venue,yield
,Allocated,Structured Products,dtcc,,7188.09,Pending,JP Morgan,HK,CP0027,Institution,2024-10-04T17:24:31,EUR,176640121,,DEAL00003317,,Structured,,NYSE,EXT64905404,174.22,,INST002373,GOOGL FX Forward,FX Forward,True,US4317987008,2024-10-05T16:24:31,,5056697.93,,,P00003317,StructuredProducts-3,3196.8427,Wells Fargo,FX Forward,1581,5064060.24,2024-10-08,Settled,sell,failed,Hedging,GOOGL,2024-10-04,Trader020,T0009,2024-10-08,,Voice,
,Allocated,Structured Products,ice,,309.45,Unconfirmed,Morgan Stanley,UK,CP0026,Institution,2025-04-13T17:24:31,CHF,,,DEAL00003318,,Exotics,,NASDAQ,,14.86,,INST007788,GS Commodity,Commodity,True,US9033629101,2025-04-13T22:24:31,2031-04-15,178976.82,,PARENT000345,P00003318,StructuredProducts-6,2766.6211,Bank of America,Commodity,64,179301.13,2025-04-16,Settled,buy,failed,Arbitrage,GS,2025-04-13,Trader028,T0022,2025-04-16,,Voice,
,Pending,Structured Products,dtcc,Trade 3319 - Special handling required,3057.83,Pending,Credit Suisse,DE,CP0056,Institution,2024-12-17T17:24:31,USD,,,DEAL00003319,,Structured,,NYSE,,448.16,,INST006060,META Equity,Equity,True,US8951200621,2024-12-18T05:24:31,2033-09-05,5779647.21,,,P00003319,StructuredProducts-7,808.9655,,Equity,7144,5783153.2,2024-12-22,Settled,sell,pending,Arbitrage,META,2024-12-17,Trader020,T0031,2024-12-22,,Voice,
,Partial,Equity Trading,jscc,,590.92,Rejected,BNP Paribas,US,CP0077,Broker,2025-05-31T17:24:31,USD,804026462,,DEAL00003320,,Delta One,,NYSE,,113.93,,INST003134,AMZN Future,Future,True,US3736465993,2025-06-01T16:24:31,,1737588.46,,PARENT000170,P00003320,EquityTrading-4,3407.7571,,Future,509,1738293.31,2025-06-01,Pending,buy,partial,Market Making,AMZN,2025-05-31,Trader001,T0004,2025-06-01,,Voice,
,Partial,Commodities,ice,,10327.14,Rejected,Mizuho,JP,CP0057,Institution,2025-06-17T17:24:31,JPY,,,DEAL00003321,,Exotics,,NYSE,EXT43425396,168.59,,INST007789,TSLA FX Forward,FX Forward,False,US3642100657,2025-06-18T01:24:31,2033-05-29,5887808.77,,,P00003321,Commodities-6,4298.0829,,FX Forward,1369,5898304.5,2025-06-21,Pending,buy,cancelled,Mean Reversion,TSLA,2025-06-17,Trader027,T0043,2025-06-21,,Voice,
,Unallocated,Credit Trading,lch,,1870.14,Unconfirmed,UBS,DE,CP0077,Institution,2024-10-01T17:24:31,AUD,,,DEAL00003322,,Market Making,,NYSE,EXT68980506,345.88,,INST003569,C Commodity,Commodity,False,US4671340678,2024-10-02T13:24:31,,6382817.64,,,P00003322,CreditTrading-1,3081.6316,Citigroup,Commodity,2071,6385033.66,2024-10-03,Pending,sell,cancelled,Event Driven,C,2024-10-01,Trader048,T0020,2024-10-03,,Electronic,
,Allocated,Credit Trading,ice,,9018.35,Confirmed,BNP Paribas,CA,CP0055,Institution,2025-08-10T17:24:31,AUD,981768205,,DEAL00003323,,Prop Trading,,NYSE,EXT66821254,88.19,,INST003322,TTE Forward,Forward,True,US4225289950,2025-08-10T18:24:31,2029-08-14,7571717.71,,,P00003323,CreditTrading-3,1132.8011,,Forward,6684,7580824.25,2025-08-11,Unsettled,buy,partial,Arbitrage,TTE,2025-08-10,Trader007,T0018,2025-08-11,,Voice,
,Allocated,Bond Trading,jscc,,3155.72,Confirmed,Nomura,DE,CP0078,Broker,2024-09-26T17:24:31,GBP,,,DEAL00003324,,Structured,,NYSE,EXT57183104,212.02,,INST007933,BP FX Forward,FX Forward,True,US8594053184,2024-09-27T01:24:31,,2874101.11,,,P00003324,BondTrading-10,1800.8277,,FX Forward,1595,2877468.85,2024-10-01,Settled,buy,completed,Mean Reversion,BP,2024-09-26,Trader043,T0034,2024-10-01,,Electronic,
,Pending,Futures Trading,eurex,,5199.82,Unconfirmed,Barclays,DE,CP0009,Institution,2025-01-25T17:24:31,GBP,574622038,,DEAL00003325,,Arbitrage,,NYSE,EXT68698545,379.93,,INST005536,AAPL Future,Future,True,,2025-01-25T22:24:31,,4948318.34,,,P00003325,FuturesTrading-5,646.8198,,Future,7650,4953898.09,2025-01-29,Pending,sell,cancelled,Mean Reversion,AAPL,2025-01-25,Trader036,T0030,2025-01-29,,Electronic,
,Partial,Bond Trading,eurex,,8081.01,Pending,RBC Capital,UK,CP0051,Institution,2025-01-21T17:24:31,CAD,797877420,4411.99,DEAL00003326,,Exotics,,NYSE,EXT98919504,670.0,,INST000564,BAC Swap,Swap,True,,2025-01-22T01:24:31,,9104457.47,4853.19,PARENT000989,P00003326,BondTrading-8,4534.8878,,Swap,2007,9113208.48,2025-01-23,Pending,buy,partial,Relative Value,BAC,2025-01-21,Trader025,T0031,2025-01-23,,Electronic,
,Partial,Structured Products,dtcc,,7426.04,Unconfirmed,Wells Fargo,CH,CP0028,Institution,2025-04-02T17:24:31,CHF,117565369,5786.15,DEAL00003327,,Prop Trading,,NASDAQ,,210.18,,INST007427,JNJ Swap,Swap,True,US2516741877,2025-04-03T15:24:31,,3848007.21,6364.77,,P00003327,StructuredProducts-10,4614.22,,Swap,833,3855643.43,2025-04-06,Pending,sell,completed,Market Making,JNJ,2025-04-02,Trader021,T0015,2025-04-06,,Electronic,
,Unallocated,Options Trading,eurex,,905.83,Unconfirmed,Credit Suisse,US,CP0097,Broker,2025-06-16T17:24:31,AUD,342675852,,DEAL00003328,,Exotics,,NYSE,EXT61771915,13.99,,INST006259,LLY FX Spot,FX Spot,True,US6383738962,2025-06-17T05:24:31,,649678.39,,,P00003328,OptionsTrading-4,3734.8519,,FX Spot,173,650598.21,2025-06-20,Pending,sell,pending,Arbitrage,LLY,2025-06-16,Trader004,T0026,2025-06-20,,Electronic,
,Pending,FX Trading,eurex,,440.25,Confirmed,Deutsche Bank,JP,CP0078,Institution,2025-03-19T17:24:31,CAD,580683776,,DEAL00003329,,Market Making,,NYSE,,95.79,,INST009978,AMZN Forward,Forward,False,US4320077884,2025-03-19T23:24:31,,1292685.12,,,P00003329,FXTrading-4,3368.1377,,Forward,383,1293221.16,2025-03-23,Pending,buy,pending,Market Making,AMZN,2025-03-19,Trader025,T0020,2025-03-23,,Voice,
,Partial,Emerging Markets,eurex,,8847.35,Confirmed,Nomura,UK,CP0095,Institution,2025-01-01T17:24:31,GBP,566293037,,DEAL00003330,,Structured,,NYSE,EXT64529831,576.7,,INST000798,PFE Forward,Forward,False,,2025-01-02T08:24:31,,6891658.31,,PARENT000977,P00003330,EmergingMarkets-9,2001.2383,Barclays,Forward,3443,6901082.36,2025-01-02,Settled,sell,completed,Arbitrage,PFE,2025-01-01,Trader021,T0006,2025-01-02,,Electronic,
,Pending,Structured Products,ice,,351.64,Confirmed,Morgan Stanley,FR,CP0036,Institution,2025-01-15T17:24:31,USD,942828158,,DEAL00003331,,Electronic,,NYSE,EXT29704895,50.99,,INST002733,GS CDS,CDS,True,US5534270505,2025-01-16T17:24:31,2029-02-14,796337.33,,,P00003331,StructuredProducts-6,2953.3059,,CDS,269,796739.96,2025-01-18,Settled,buy,pending,Mean Reversion,GS,2025-01-15,Trader008,T0028,2025-01-18,,Electronic,
,Pending,FX Trading,jscc,,1638.49,Pending,Morgan Stanley,HK,CP0067,Institution,2025-07-28T17:24:31,EUR,,,DEAL00003332,,Delta One,,NASDAQ,,419.34,,INST004455,BAC Forward,Forward,True,,2025-07-28T22:24:31,2029-07-28,5678563.7,,,P00003332,FXTrading-10,3218.8405,,Forward,1764,5680621.53,2025-08-02,Failed,sell,partial,Momentum,BAC,2025-07-28,Trader036,T0005,2025-08-02,,Voice,
,Unallocated,ETF Trading,lch,Trade 3333 - Special handling required,2408.33,Pending,UBS,DE,CP0059,Institution,2025-05-12T17:24:31,JPY,940181166,,DEAL00003333,,Delta One,,NYSE,EXT67183213,292.87,,INST001616,WFC Commodity,Commodity,True,US9844185445,2025-05-13T00:24:31,,3053250.83,,,P00003333,ETFTrading-7,714.2647,Bank of America,Commodity,4274,3055952.03,2025-05-15,Failed,sell,completed,Hedging,WFC,2025-05-12,Trader008,T0003,2025-05-15,,Electronic,
,Unallocated,Derivatives,cme,,4265.68,Pending,BNP Paribas,AU,CP0020,Broker,2025-06-10T17:24:31,EUR,,,DEAL00003334,,Prop Trading,,NYSE,,455.24,,INST007166,AMZN Forward,Forward,True,US5637047402,2025-06-11T11:24:31,,4950318.17,,,P00003334,Derivatives-8,3682.0538,,Forward,1344,4955039.09,2025-06-15,Pending,sell,failed,Hedging,AMZN,2025-06-10,Trader010,T0008,2025-06-15,,Electronic,
,Allocated,Bond Trading,eurex,,11586.02,Pending,Credit Suisse,SG,CP0087,Institution,2024-11-19T17:24:31,USD,838297362,,DEAL00003335,,Market Making,,NYSE,EXT04136612,210.73,,INST007969,SHEL FX Spot,FX Spot,True,US4704109990,2024-11-20T05:24:31,,5802916.53,,,P00003335,BondTrading-3,4984.4903,,FX Spot,1164,5814713.28,2024-11-23,Unsettled,buy,pending,Momentum,SHEL,2024-11-19,Trader020,T0011,2024-11-23,,Voice,
,Partial,Equity Trading,ice,,2268.77,Confirmed,Goldman Sachs,HK,CP0048,Institution,2025-02-10T17:24:31,CAD,991634412,,DEAL00003336,,Electronic,,NYSE,EXT75837234,41.97,,INST000424,CVX FX Spot,FX Spot,True,,2025-02-11T11:24:31,,2573611.19,,,P00003336,EquityTrading-8,4932.2201,,FX Spot,521,2575921.93,2025-02-12,Pending,buy,partial,Directional,CVX,2025-02-10,Trader042,T0021,2025-02-12,,Electronic,
1945.04,Unallocated,Equity Trading,dtcc,,324.29,Confirmed,Credit Suisse,HK,CP0098,Broker,2025-05-11T17:24:31,AUD,,1786.27,DEAL00003337,,Delta One,2.33,NASDAQ,EXT91431980,155.1,,INST009209,JNJ Bond,Bond,True,US6316871038,2025-05-12T10:24:31,2029-01-31,3048738.39,1964.9,,P00003337,EquityTrading-9,2029.1296,,Bond,1502,3049217.78,2025-05-15,Unsettled,buy,pending,Market Making,JNJ,2025-05-11,Trader048,T0002,2025-05-15,,Voice,0.0596
,Allocated,Derivatives,eurex,Trade 3338 - Special handling required,7648.12,Pending,Wells Fargo,UK,CP0082,Broker,2025-04-20T17:24:31,USD,,,DEAL00003338,,Exotics,,NASDAQ,,253.18,,INST004223,WFC FX Spot,FX Spot,True,,2025-04-21T04:24:31,,4376073.29,,,P00003338,Derivatives-5,4638.8579,Credit Suisse,FX Spot,943,4383974.59,2025-04-25,Unsettled,buy,completed,Mean Reversion,WFC,2025-04-20,Trader041,T0044,2025-04-25,,Electronic,
,Allocated,Emerging Markets,lch,,3933.93,Unconfirmed,Nomura,HK,CP0046,Broker,2024-12-26T17:24:31,CAD,849492380,,DEAL00003339,-0.9948,Structured,,NYSE,EXT39901559,198.15,0.028686,INST008023,C Option,Option,False,US5758049756,2024-12-27T10:24:31,2031-04-05,3712391.69,,,P00003339,EmergingMarkets-2,1012.1067,,Option,3667,3716523.77,2024-12-31,Settled,sell,partial,Directional,C,2024-12-26,Trader037,T0035,2024-12-31,19.3,Electronic,
,Pending,Derivatives,lch,,1101.79,Unconfirmed,Barclays,FR,CP0044,Institution,2024-10-19T17:24:31,CHF,,,DEAL00003340,,Structured,,NYSE,,388.04,,INST006971,MS ETF,ETF,False,US4127864368,2024-10-20T17:24:31,2034-08-01,5726853.12,,PARENT000165,P00003340,Derivatives-2,2353.3318,,ETF,2433,5728342.95,2024-10-22,Failed,buy,failed,Directional,MS,2024-10-19,Trader024,T0021,2024-10-22,,Voice,
,Partial,Structured Products,cme,,992.86,Rejected,Citigroup,HK,CP0087,Institution,2025-03-09T17:24:31,CAD,,,DEAL00003341,,Exotics,,NYSE,EXT16304725,171.49,,INST005211,MRK Future,Future,True,US4035067243,2025-03-09T23:24:31,2034-06-29,4424328.41,,,P00003341,StructuredProducts-10,1596.5724,,Future,2771,4425492.76,2025-03-13,Unsettled,sell,failed,Momentum,MRK,2025-03-09,Trader035,T0005,2025-03-13,,Voice,
,Partial,Options Trading,ice,,5443.83,Pending,BNP Paribas,FR,CP0093,Broker,2024-10-24T17:24:31,CHF,776515209,,DEAL00003342,,Arbitrage,,NASDAQ,,74.68,,INST004031,LLY Index,Index,True,US7473838595,2024-10-25T16:24:31,2029-09-18,4041938.16,,,P00003342,OptionsTrading-2,291.29,Nomura,Index,13875,4047456.67,2024-10-26,Settled,sell,failed,Arbitrage,LLY,2024-10-24,Trader037,T0010,2024-10-26,,Electronic,
,Unallocated,Equity Trading,jscc,Trade 3343 - Special handling required,4212.44,Pending,Credit Suisse,DE,CP0013,Broker,2025-03-27T17:24:31,AUD,,,DEAL00003343,,Market Making,,NYSE,EXT42565457,177.5,,INST009763,CVX Commodity,Commodity,True,,2025-03-28T13:24:31,,6995643.9,,,P00003343,EquityTrading-9,1521.7622,Barclays,Commodity,4597,7000033.84,2025-03-30,Failed,sell,pending,Momentum,CVX,2025-03-27,Trader009,T0005,2025-03-30,,Electronic,
7055.91,Pending,Equity Trading,jscc,,1896.4,Rejected,HSBC,US,CP0050,Institution,2024-09-08T17:24:31,EUR,,2044.1,DEAL00003344,,Arbitrage,24.15,NYSE,,151.38,,INST001191,MSFT Bond,Bond,False,US7237533459,2024-09-09T10:24:31,2030-04-17,4601870.32,2248.51,,P00003344,EquityTrading-10,19.449,,Bond,236612,4603918.1,2024-09-11,Unsettled,buy,completed,Relative Value,MSFT,2024-09-08,Trader034,T0005,2024-09-11,,Electronic,0.0518
,Pending,Structured Products,cme,,8014.89,Rejected,RBC Capital,CA,CP0018,Institution,2024-11-04T17:24:31,JPY,124194475,,DEAL00003345,-0.3568,Electronic,,NYSE,,208.73,0.087189,INST002759,AAPL Option,Option,False,US3971348514,2024-11-05T08:24:31,,6473580.94,,,P00003345,StructuredProducts-8,2227.2332,Citigroup,Option,2906,6481804.56,2024-11-09,Failed,sell,failed,Mean Reversion,AAPL,2024-11-04,Trader037,T0015,2024-11-09,18.59,Electronic,
,Pending,Prime Brokerage,eurex,Trade 3346 - Special handling required,5222.33,Confirmed,BNP Paribas,HK,CP0091,Institution,2025-01-30T17:24:31,USD,839414901,,DEAL00003346,,Flow Trading,,NYSE,EXT56318063,398.86,,INST005263,BAC Future,Future,True,,2025-01-30T22:24:31,2025-07-24,4056029.33,,PARENT000531,P00003346,PrimeBrokerage-1,1302.2353,,Future,3114,4061650.52,2025-01-31,Failed,buy,partial,Momentum,BAC,2025-01-30,Trader029,T0019,2025-01-31,,Voice,
,Unallocated,Equity Trading,eurex,,5429.14,Rejected,JP Morgan,CA,CP0044,Broker,2025-02-09T17:24:31,USD,473019508,,DEAL00003347,,Electronic,,NYSE,EXT22823988,546.86,,INST000736,AMZN ETF,ETF,True,US5758305304,2025-02-09T19:24:31,,5845190.79,,PARENT000606,P00003347,EquityTrading-2,3985.2919,Morgan Stanley,ETF,1466,5851166.79,2025-02-11,Unsettled,sell,pending,Event Driven,AMZN,2025-02-09,Trader001,T0030,2025-02-11,,Electronic,
,Allocated,Emerging Markets,eurex,,9367.26,Pending,RBC Capital,DE,CP0084,Institution,2025-02-05T17:24:31,EUR,,,DEAL00003348,,Electronic,,NYSE,EXT90067085,637.81,,INST001769,TTE Future,Future,False,,2025-02-06T00:24:31,2025-12-31,8712774.65,,,P00003348,EmergingMarkets-4,3766.6102,,Future,2313,8722779.72,2025-02-10,Settled,buy,completed,Hedging,TTE,2025-02-05,Trader014,T0008,2025-02-10,,Electronic,
,Pending,Equity Trading,ice,,4451.4,Rejected,BNP Paribas,HK,CP0088,Institution,2024-08-15T17:24:31,EUR,,,DEAL00003349,,Structured,,NYSE,EXT30400727,260.11,,INST009765,UNH Index,Index,True,US6062250843,2024-08-16T16:24:31,,3635687.52,,,P00003349,EquityTrading-5,510.791,,Index,7117,3640399.03,2024-08-19,Failed,sell,cancelled,Market Making,UNH,2024-08-15,Trader038,T0027,2024-08-19,,Electronic,
,Partial,Futures Trading,dtcc,Trade 3350 - Special handling required,697.46,Unconfirmed,Goldman Sachs,HK,CP0100,Broker,2025-04-19T17:24:31,USD,,,DEAL00003350,,Structured,,NYSE,EXT94433455,61.88,,INST001988,NVDA Index,Index,True,US4466424820,2025-04-20T02:24:31,,2601129.42,,,P00003350,FuturesTrading-6,2537.8033,Credit Suisse,Index,1024,2601888.76,2025-04-24,Settled,buy,partial,Directional,NVDA,2025-04-19,Trader009,T0047,2025-04-24,,Voice,
,Unallocated,Prime Brokerage,dtcc,,1201.16,Pending,Wells Fargo,CA,CP0012,Broker,2024-09-16T17:24:31,AUD,150273041,,DEAL00003351,,Exotics,,NYSE,EXT96229107,45.91,,INST009343,CVX ETF,ETF,True,US6931578899,2024-09-17T07:24:31,,3313846.21,,,P00003351,PrimeBrokerage-1,4430.6525,,ETF,747,3315093.28,2024-09-17,Failed,buy,partial,Directional,CVX,2024-09-16,Trader030,T0045,2024-09-17,,Electronic,
,Partial,Futures Trading,dtcc,,5129.48,Confirmed,Jefferies,US,CP0093,Broker,2025-05-23T17:24:31,GBP,,,DEAL00003352,,Prop Trading,,NYSE,,200.39,,INST003628,BP Future,Future,True,US6661136796,2025-05-24T03:24:31,,5179343.04,,,P00003352,FuturesTrading-9,3775.6956,,Future,1371,5184672.91,2025-05-25,Failed,buy,pending,Directional,BP,2025-05-23,Trader016,T0006,2025-05-25,,Electronic,
,Partial,ETF Trading,jscc,,16960.25,Confirmed,Deutsche Bank,CH,CP0036,Institution,2025-05-04T17:24:31,AUD,522677584,,DEAL00003353,0.0782,Electronic,,NASDAQ,EXT12761150,316.94,0.010964,INST009160,CVX Option,Option,True,US4276922170,2025-05-05T01:24:31,,8904332.39,,,P00003353,ETFTrading-9,2833.835,,Option,3142,8921609.58,2025-05-08,Failed,sell,partial,Arbitrage,CVX,2025-05-04,Trader020,T0022,2025-05-08,96.39,Electronic,
,Partial,Futures Trading,lch,,4243.59,Rejected,HSBC,FR,CP0094,Broker,2025-08-03T17:24:31,AUD,610006240,,DEAL00003354,,Market Making,,NYSE,EXT61915743,170.04,,INST003675,SHEL Future,Future,True,US5568873642,2025-08-04T14:24:31,,3359547.01,,,P00003354,FuturesTrading-6,1003.7404,,Future,3347,3363960.64,2025-08-05,Failed,buy,failed,Arbitrage,SHEL,2025-08-03,Trader048,T0038,2025-08-05,,Electronic,
,Partial,Derivatives,ice,,7023.9,Pending,Jefferies,FR,CP0017,Broker,2025-02-16T17:24:31,GBP,381480693,,DEAL00003355,,Prop Trading,,NYSE,,203.54,,INST000930,NVDA Forward,Forward,False,US1857298367,2025-02-17T10:24:31,,4643704.74,,,P00003355,Derivatives-6,2627.5225,Nomura,Forward,1767,4650932.18,2025-02-18,Pending,sell,completed,Arbitrage,NVDA,2025-02-16,Trader008,T0050,2025-02-18,,Voice,
,Allocated,Credit Trading,jscc,,1381.19,Confirmed,Deutsche Bank,DE,CP0036,Broker,2025-06-28T17:24:31,CHF,,,DEAL00003356,,Arbitrage,,NASDAQ,EXT93629456,350.72,,INST000326,HSBC Forward,Forward,False,US7688089123,2025-06-29T05:24:31,,5698668.24,,,P00003356,CreditTrading-1,3610.4148,Wells Fargo,Forward,1578,5700400.15,2025-07-01,Settled,buy,pending,Event Driven,HSBC,2025-06-28,Trader019,T0002,2025-07-01,,Voice,
,Allocated,Commodities,lch,,5059.2,Confirmed,Citigroup,FR,CP0009,Broker,2025-06-03T17:24:31,CHF,,,DEAL00003357,,Exotics,,NASDAQ,,92.92,,INST007888,UNH Forward,Forward,True,US6291956759,2025-06-03T19:24:31,,3262083.9,,,P00003357,Commodities-7,3045.3233,Morgan Stanley,Forward,1071,3267236.02,2025-06-06,Pending,sell,cancelled,Event Driven,UNH,2025-06-03,Trader013,T0007,2025-06-06,,Electronic,
,Pending,Options Trading,lch,,391.68,Confirmed,HSBC,UK,CP0012,Institution,2025-01-31T17:24:31,USD,628167432,,DEAL00003358,,Electronic,,NYSE,,68.39,,INST003092,MSFT FX Spot,FX Spot,True,US9901630317,2025-01-31T19:24:31,,996787.89,,,P00003358,OptionsTrading-3,1118.0613,,FX Spot,891,997247.96,2025-02-05,Settled,sell,completed,Hedging,MSFT,2025-01-31,Trader024,T0021,2025-02-05,,Electronic,
,Pending,Prime Brokerage,lch,,94.82,Pending,Jefferies,HK,CP0043,Institution,2025-03-04T17:24:31,CAD,806644553,,DEAL00003359,,Arbitrage,,NYSE,,8.57,,INST003731,GOOGL CDS,CDS,True,US3132109915,2025-03-05T10:24:31,2034-04-22,120615.3,,PARENT000760,P00003359,PrimeBrokerage-9,845.4932,,CDS,142,120718.69,2025-03-08,Pending,sell,failed,Momentum,GOOGL,2025-03-04,Trader009,T0002,2025-03-08,,Electronic,
,Partial,Commodities,eurex,Trade 3360 - Special handling required,4354.7,Confirmed,JP Morgan,CA,CP0020,Broker,2025-03-15T17:24:31,GBP,823089748,,DEAL00003360,,Structured,,NASDAQ,EXT08791131,304.5,,INST000464,CVX FX Forward,FX Forward,True,US8148548501,2025-03-15T21:24:31,,5379664.93,,,P00003360,Commodities-1,1879.6285,Barclays,FX Forward,2862,5384324.13,2025-03-20,Failed,buy,completed,Event Driven,CVX,2025-03-15,Trader029,T0028,2025-03-20,,Electronic,
,Unallocated,Futures Trading,jscc,,3363.08,Rejected,Wells Fargo,HK,CP0002,Institution,2025-03-19T17:24:31,GBP,,,DEAL00003361,,Arbitrage,,NASDAQ,,89.44,,INST001944,MS Future,Future,True,,2025-03-20T15:24:31,,1860221.74,,,P00003361,FuturesTrading-4,835.1863,,Future,2227,1863674.26,2025-03-24,Failed,buy,partial,Arbitrage,MS,2025-03-19,Trader032,T0006,2025-03-24,,Electronic,
,Partial,Futures Trading,cme,,13375.47,Confirmed,UBS,AU,CP0012,Broker,2025-03-28T17:24:31,AUD,,1154.94,DEAL00003362,,Arbitrage,,NYSE,,170.43,,INST000487,NVDA Swap,Swap,False,US9749489373,2025-03-28T19:24:31,,9096472.4,1270.43,,P00003362,FuturesTrading-1,139.8246,,Swap,65056,9110018.3,2025-04-01,Pending,buy,cancelled,Hedging,NVDA,2025-03-28,Trader018,T0016,2025-04-01,,Voice,
,Pending,FX Trading,jscc,,2631.46,Confirmed,Mizuho,AU,CP0040,Institution,2024-12-02T17:24:31,GBP,639826352,,DEAL00003363,,Flow Trading,,NYSE,EXT65212746,138.59,,INST005317,UNH CDS,CDS,True,US8111344990,2024-12-03T17:24:31,2028-07-15,3584243.77,,,P00003363,FXTrading-4,2307.986,,CDS,1552,3587013.82,2024-12-07,Failed,buy,failed,Market Making,UNH,2024-12-02,Trader012,T0050,2024-12-07,,Electronic,
,Pending,Derivatives,cme,,2201.25,Rejected,Bank of America,CA,CP0051,Institution,2024-11-22T17:24:31,USD,,,DEAL00003364,,Arbitrage,,NYSE,,265.78,,INST000506,HSBC CDS,CDS,True,,2024-11-23T07:24:31,2028-02-18,3914502.76,,PARENT000199,P00003364,Derivatives-5,1257.6229,,CDS,3112,3916969.79,2024-11-24,Pending,sell,completed,Relative Value,HSBC,2024-11-22,Trader033,T0032,2024-11-24,,Voice,
,Pending,Bond Trading,eurex,,8666.42,Rejected,UBS,FR,CP0059,Broker,2025-07-28T17:24:31,AUD,412570199,,DEAL00003365,,Structured,,NYSE,EXT75695332,180.06,,INST009511,UNH Commodity,Commodity,True,US7374025090,2025-07-29T11:24:31,,6123592.16,,,P00003365,BondTrading-5,1384.4288,,Commodity,4423,6132438.64,2025-08-02,Failed,buy,completed,Relative Value,UNH,2025-07-28,Trader030,T0014,2025-08-02,,Voice,
,Pending,Options Trading,jscc,,3421.32,Confirmed,Wells Fargo,SG,CP0073,Institution,2025-04-11T17:24:31,CHF,650069873,,DEAL00003366,,Flow Trading,,NYSE,,624.75,,INST006391,GS CDS,CDS,True,US2719321527,2025-04-12T09:24:31,,9296061.67,,,P00003366,OptionsTrading-6,4594.5718,,CDS,2023,9300107.74,2025-04-15,Pending,buy,partial,Momentum,GS,2025-04-11,Trader035,T0034,2025-04-15,,Voice,
9681.89,Pending,Bond Trading,lch,,59.88,Pending,Deutsche Bank,US,CP0071,Institution,2025-08-01T17:24:31,USD,,2519.99,DEAL00003367,,Flow Trading,3.36,NASDAQ,EXT18850998,2.79,,INST007136,PFE Bond,Bond,True,US1677636164,2025-08-02T14:24:31,,39783.65,2771.99,,P00003367,BondTrading-9,453.6101,,Bond,87,39846.32,2025-08-06,Settled,buy,cancelled,Market Making,PFE,2025-08-01,Trader035,T0035,2025-08-06,,Voice,0.0103
,Unallocated,Emerging Markets,jscc,,11630.77,Pending,Wells Fargo,FR,CP0002,Broker,2025-06-04T17:24:31,AUD,215811121,,DEAL00003368,,Structured,,NYSE,EXT08331027,296.46,,INST008711,AMZN ETF,ETF,True,US2085664621,2025-06-05T02:24:31,2034-03-23,6354686.64,,,P00003368,EmergingMarkets-9,3671.9838,Deutsche Bank,ETF,1730,6366613.87,2025-06-07,Unsettled,sell,completed,Directional,AMZN,2025-06-04,Trader022,T0001,2025-06-07,,Voice,
,Unallocated,Bond Trading,lch,Trade 3369 - Special handling required,1549.69,Rejected,Barclays,US,CP0075,Broker,2025-07-23T17:24:31,GBP,,,DEAL00003369,,Market Making,,NYSE,EXT20503380,85.84,,INST008166,BAC FX Forward,FX Forward,True,US9908585666,2025-07-24T06:24:31,,4470014.68,,,P00003369,BondTrading-8,621.6198,,FX Forward,7190,4471650.21,2025-07-27,Settled,sell,completed,Momentum,BAC,2025-07-23,Trader033,T0012,2025-07-27,,Voice,
,Partial,ETF Trading,cme,,1571.95,Pending,Morgan Stanley,CH,CP0051,Institution,2025-06-14T17:24:31,AUD,,,DEAL00003370,,Arbitrage,,NYSE,EXT53979318,239.97,,INST004001,JNJ CDS,CDS,True,,2025-06-15T00:24:31,,2666784.82,,,P00003370,ETFTrading-4,2330.2206,,CDS,1144,2668596.74,2025-06-15,Unsettled,buy,completed,Mean Reversion,JNJ,2025-06-14,Trader002,T0044,2025-06-15,,Electronic,
,Pending,Options Trading,ice,,2005.11,Confirmed,Citigroup,CH,CP0083,Institution,2025-08-07T17:24:31,AUD,,,DEAL00003371,,Market Making,,NYSE,,467.57,,INST009367,CVX ETF,ETF,True,US7886834464,2025-08-08T05:24:31,,4852406.83,,,P00003371,OptionsTrading-3,2232.4355,,ETF,2173,4854879.51,2025-08-12,Pending,sell,partial,Arbitrage,CVX,2025-08-07,Trader035,T0005,2025-08-12,,Voice,
